date,index,Confirmed,Deaths,Recovered,FIPS,Lat,Long_,log_conf,new_Confirmed,new_Recovered,new_Deaths,p_new_Confirmed,p_new_Recovered,p_new_Deaths
01-31-2020,49,2.0,0.0,0.0,0,0.0,0.0,0.09061905828945654,0.0,0.0,0.0,0.0,,
02-01-2020,46,2.0,0.0,0.0,0,0.0,0.0,0.09061905828945654,0.0,0.0,0.0,0.0,,
02-02-2020,48,2.0,0.0,0.0,0,0.0,0.0,0.09061905828945654,0.0,0.0,0.0,0.0,,
02-03-2020,48,2.0,0.0,0.0,0,0.0,0.0,0.09061905828945654,0.0,0.0,0.0,0.0,,
02-04-2020,48,2.0,0.0,0.0,0,0.0,0.0,0.09061905828945654,0.0,0.0,0.0,0.0,,
02-05-2020,49,2.0,0.0,0.0,0,0.0,0.0,0.09061905828945654,0.0,0.0,0.0,0.0,,
02-06-2020,49,2.0,0.0,0.0,0,0.0,0.0,0.09061905828945654,0.0,0.0,0.0,0.0,,
02-07-2020,48,3.0,0.0,0.0,0,0.0,0.0,0.227644691705265,1.0,0.0,0.0,0.3333333333333333,,
02-08-2020,48,3.0,0.0,0.0,0,0.0,0.0,0.227644691705265,0.0,0.0,0.0,0.0,,
02-09-2020,48,3.0,0.0,0.0,0,0.0,0.0,0.227644691705265,0.0,0.0,0.0,0.0,,
02-10-2020,49,3.0,0.0,0.0,0,0.0,0.0,0.227644691705265,0.0,0.0,0.0,0.0,,
02-11-2020,49,3.0,0.0,0.0,0,0.0,0.0,0.227644691705265,0.0,0.0,0.0,0.0,,
02-12-2020,49,3.0,0.0,0.0,0,0.0,0.0,0.227644691705265,0.0,0.0,0.0,0.0,,
02-13-2020,49,3.0,0.0,0.0,0,0.0,0.0,0.227644691705265,0.0,0.0,0.0,0.0,,
02-14-2020,49,3.0,0.0,0.0,0,0.0,0.0,0.227644691705265,0.0,0.0,0.0,0.0,,
02-15-2020,49,3.0,0.0,0.0,0,0.0,0.0,0.227644691705265,0.0,0.0,0.0,0.0,,
02-16-2020,49,3.0,0.0,0.0,0,0.0,0.0,0.227644691705265,0.0,0.0,0.0,0.0,,
02-17-2020,49,3.0,0.0,0.0,0,0.0,0.0,0.227644691705265,0.0,0.0,0.0,0.0,,
02-18-2020,49,3.0,0.0,0.0,0,0.0,0.0,0.227644691705265,0.0,0.0,0.0,0.0,,
02-19-2020,49,3.0,0.0,0.0,0,0.0,0.0,0.227644691705265,0.0,0.0,0.0,0.0,,
