date,index,Confirmed,Deaths,Recovered,FIPS,Lat,Long_,log_conf,new_Confirmed,new_Recovered,new_Deaths,p_new_Confirmed,p_new_Recovered,p_new_Deaths
03-22-2020,106123,81397.0,3265.0,72362.0,0,1083.3366999999998,3684.419700000001,212.52612570121195,92.0,505.0,6.0,0.0011302627860977678,0.0069788010281639536,0.0018376722817764165
03-23-2020,106028,81496.0,3274.0,72819.0,0,1083.3367,3684.4197000000004,213.2893096379611,99.0,457.0,9.0,0.0012147835476587808,0.006275834603606202,0.002748930971288943
03-24-2020,105985,81591.0,3281.0,73274.0,0,1083.3367,3684.4197000000004,213.82861752485826,95.0,455.0,7.0,0.0011643441065803826,0.006209569560826487,0.0021334958854007926
03-25-2020,105985,81661.0,3285.0,73767.0,0,1083.3367,3684.4197000000004,214.43585812254864,70.0,493.0,4.0,0.0008572023364886543,0.006683205227269646,0.0012176560121765602
03-26-2020,105899,81782.0,3291.0,74175.0,0,1083.3367,3684.4197000000004,215.3214522727392,121.0,408.0,6.0,0.0014795431757599472,0.005500505561172902,0.0018231540565177757
03-27-2020,106130,81897.0,3296.0,74714.0,0,1083.3367,3684.4197000000004,216.00155833164982,115.0,539.0,5.0,0.001404202840152875,0.0072141767272532594,0.001516990291262136
03-28-2020,106098,81999.0,3299.0,75094.0,0,1083.3367,3684.4197000000004,216.70971543927246,102.0,380.0,3.0,0.0012439176087513262,0.005060324393426905,0.0009093664746892998
03-29-2020,106230,82122.0,3304.0,75576.0,0,1083.3367,3684.4197000000004,217.30168021640748,123.0,482.0,5.0,0.0014977716080952729,0.006377686037895628,0.001513317191283293
03-30-2020,106362,82198.0,3308.0,75917.0,0,1083.3367,3684.4197000000004,217.72535145361752,76.0,341.0,4.0,0.0009245967055159493,0.004491747566421223,0.0012091898428053204
03-31-2020,73131,82279.0,3309.0,76200.0,0,1083.3367,3684.4197000000004,218.29016368544788,81.0,283.0,1.0,0.0009844553288202336,0.0037139107611548557,0.0003022061045633122
04-01-2020,74748,82361.0,3316.0,76399.0,0,1083.3367,3684.4197000000004,218.67275754216726,82.0,199.0,7.0,0.000995616857493231,0.0026047461354206207,0.0021109770808202654
04-02-2020,77518,82432.0,3322.0,76565.0,0,1083.3367,3684.4197000000004,219.00911350887242,71.0,166.0,6.0,0.0008613159937888199,0.0021680924704499446,0.001806140878988561
04-03-2020,79333,82511.0,3326.0,76760.0,0,1083.3367,3684.4197000000004,219.3724827357091,79.0,195.0,4.0,0.0009574480978293803,0.0025403856175091194,0.0012026458208057728
04-04-2020,81112,82543.0,3330.0,76946.0,0,1083.3367,3684.4197000000004,219.48135408268064,32.0,186.0,4.0,0.0003876767260700483,0.002417279650664102,0.0012012012012012011
04-05-2020,83828,82602.0,3333.0,77207.0,0,1083.3367,3684.4197000000004,219.72759803529542,59.0,261.0,3.0,0.000714268419650856,0.003380522491483933,0.0009000900090009
04-06-2020,85280,82665.0,3335.0,77310.0,0,1083.3367,3684.4197000000004,219.9666698993944,63.0,103.0,2.0,0.0007621121393576484,0.001332298538352089,0.0005997001499250374
04-07-2020,86897,82718.0,3335.0,77410.0,0,1083.3367,3684.4197000000004,220.21196945022155,53.0,100.0,0.0,0.0006407311588771489,0.001291822761917065,0.0
04-08-2020,87755,82809.0,3337.0,77567.0,0,1083.3367,3684.4197000000004,220.81863632224267,91.0,157.0,2.0,0.001098914369211076,0.0020240566220170947,0.0005993407252022775
04-09-2020,88679,82883.0,3339.0,77679.0,0,1083.3367,3684.4197000000004,221.15213521995184,74.0,112.0,2.0,0.0008928248253562251,0.0014418311255294223,0.0005989817310572028
04-10-2020,89636,82941.0,3340.0,77791.0,0,1083.3367,3684.4197000000004,221.39200006287737,58.0,112.0,1.0,0.0006992922679977333,0.0014397552416089265,0.0002994011976047904
04-11-2020,90428,83014.0,3343.0,77877.0,0,1083.3367,3684.4197000000004,221.9413196271199,73.0,86.0,3.0,0.0008793697448623124,0.0011043055074026992,0.0008973975471133712
04-12-2020,91190,83134.0,3343.0,77956.0,0,1083.3367,3684.4197000000004,222.67022009669566,120.0,79.0,0.0,0.0014434527389515723,0.0010133921699420185,0.0
04-13-2020,91652,83213.0,3345.0,78039.0,0,1083.3367,3684.4197000000004,222.97681240590643,79.0,83.0,2.0,0.0009493708915674233,0.0010635707787132074,0.0005979073243647235
04-14-2020,92048,83306.0,3345.0,78200.0,0,1083.3367,3684.4197000000004,223.27224240091834,93.0,161.0,0.0,0.001116366168103138,0.002058823529411765,0.0
04-15-2020,92477,83356.0,3346.0,78311.0,0,1083.3367,3684.4197000000004,223.55403613878673,50.0,111.0,1.0,0.000599836844378329,0.0014174253936228628,0.00029886431560071725
04-16-2020,92972,83403.0,3346.0,78401.0,0,1083.3367,3684.4197000000004,223.78991491313107,47.0,90.0,0.0,0.000563528889848087,0.0011479445415237051,0.0
04-17-2020,93104,83760.0,4636.0,77552.0,0,1083.3367,3684.4197000000004,223.95412661021854,357.0,-849.0,1290.0,0.004262177650429799,-0.01094749329482154,0.27825711820534943
04-18-2020,93368,83787.0,4636.0,77614.0,0,1083.3367,3684.4197000000004,224.0338392127912,27.0,62.0,0.0,0.0003222456944394715,0.0007988249542608293,0.0
04-19-2020,93995,83805.0,4636.0,77690.0,0,1083.3367,3684.4197000000004,224.12909120883722,18.0,76.0,0.0,0.00021478432074458566,0.000978246878620157,0.0
04-20-2020,94292,83817.0,4636.0,77745.0,0,1083.3367,3684.4197000000004,224.17252188488624,12.0,55.0,0.0,0.00014316904685207057,0.0007074409929899029,0.0
04-21-2020,94622,83853.0,4636.0,77799.0,0,1083.3367,3684.4197000000004,224.40661152070905,36.0,54.0,0.0,0.00042932274337233016,0.0006940963251455674,0.0
04-22-2020,94891,83868.0,4636.0,77861.0,0,1083.3367,3684.4197000000004,224.4583023314949,15.0,62.0,0.0,0.00017885248247245672,0.0007962908259590809,0.0
04-23-2020,95500,83884.0,4636.0,77983.0,0,1083.3367,3684.4197000000004,224.52870319680594,16.0,122.0,0.0,0.00019073959277096943,0.0015644435325647898,0.0
04-24-2020,95786,83899.0,4636.0,78109.0,0,1083.3367,3684.4197000000004,224.65494796644185,15.0,126.0,0.0,0.00017878639793084543,0.0016131303690995915,0.0
04-25-2020,95984,83909.0,4636.0,78175.0,0,1083.3367,3684.4197000000004,224.6894845978827,10.0,66.0,0.0,0.0001191767271687185,0.0008442596738087623,0.0
04-26-2020,96248,83912.0,4637.0,78277.0,0,1083.3367,3684.4197000000004,224.7101727014625,3.0,102.0,1.0,3.575173991800934e-05,0.0013030647572083755,0.00021565667457407807
04-27-2020,96551,83918.0,4637.0,78374.0,0,1083.3367,3684.4197000000004,224.73607460839042,6.0,97.0,0.0,7.149836745394314e-05,0.0012376553448847833,0.0
04-28-2020,96995,83940.0,4637.0,78422.0,0,1083.3367,3684.4197000000004,224.88668875105196,22.0,48.0,0.0,0.00026209197045508695,0.0006120731427405575,0.0
04-29-2020,97160,83944.0,4637.0,78474.0,0,1083.3367,3684.4197000000004,224.92032140259448,4.0,52.0,0.0,4.7650814828933574e-05,0.0006626398552386778,0.0
04-30-2020,97391,83956.0,4637.0,78523.0,0,1083.3367,3684.4197000000004,224.96905117841231,12.0,49.0,0.0,0.000142932012006289,0.0006240209874813749,0.0
05-01-2020,97754,83959.0,4637.0,78573.0,0,1083.3367,3684.4197000000004,224.9900474495721,3.0,50.0,0.0,3.5731726199692706e-05,0.0006363509093454495,0.0
05-02-2020,97886,83959.0,4637.0,78586.0,0,1083.3367,3684.4197000000004,224.9900474495721,0.0,13.0,0.0,0.0,0.0001654238668465121,0.0
05-03-2020,98084,83964.0,4637.0,78684.0,0,1083.3367,3684.4197000000004,225.01456319057365,5.0,98.0,0.0,5.954933066552332e-05,0.0012454882822428956,0.0
05-04-2020,98183,83966.0,4637.0,78792.0,0,1083.3367,3684.4197000000004,225.0208161797603,2.0,108.0,0.0,2.3819164900078605e-05,0.0013706975327444412,0.0
05-05-2020,98447,83968.0,4637.0,78870.0,0,1083.3367,3684.4197000000004,225.03488983828555,2.0,78.0,0.0,2.381859756097561e-05,0.0009889691898060098,0.0
05-06-2020,98678,83970.0,4637.0,78929.0,0,1083.3367,3684.4197000000004,225.040367503881,2.0,59.0,0.0,2.3818030248898416e-05,0.0007475072533542804,0.0
05-07-2020,98909,83975.0,4637.0,78977.0,0,1083.3367,3684.4197000000004,225.0662666247485,5.0,48.0,0.0,5.9541530217326585e-05,0.0006077718829532649,0.0
05-08-2020,99140,83976.0,4637.0,78993.0,0,1083.3367,3684.4197000000004,225.0766618733905,1.0,16.0,0.0,1.1908164237401162e-05,0.00020254959300191157,0.0
05-09-2020,99206,83990.0,4637.0,79127.0,0,1083.3367,3684.4197000000004,225.25144712050707,14.0,134.0,0.0,0.0001666865102988451,0.001693480101608806,0.0
05-10-2020,99272,84010.0,4637.0,79167.0,0,1083.3367,3684.4197000000004,225.38713899065084,20.0,40.0,0.0,0.00023806689679800025,0.0005052610304798717,0.0
05-11-2020,99272,84011.0,4637.0,79198.0,0,1083.3367,3684.4197000000004,225.39680015470708,1.0,31.0,0.0,1.1903203151968195e-05,0.0003914240258592389,0.0
05-12-2020,99371,84018.0,4637.0,79222.0,0,1083.3367,3684.4197000000004,225.48526887507757,7.0,24.0,0.0,8.331548001618701e-05,0.0003029461513216026,0.0
05-13-2020,99404,84024.0,4637.0,79246.0,0,1083.3367,3684.4197000000004,225.532078853813,6.0,24.0,0.0,7.140816909454442e-05,0.0003028544027458799,0.0
05-14-2020,100555,84029.0,4637.0,79261.0,0,1083.3367,3684.4197000000004,225.58908472769832,5.0,15.0,0.0,5.950326672934344e-05,0.00018924818006333505,0.0
05-15-2020,100753,84038.0,4637.0,79281.0,0,1083.3367,3684.4197000000004,225.64833573300177,9.0,20.0,0.0,0.00010709440967181514,0.0002522672519266911,0.0
05-16-2020,100885,84044.0,4638.0,79293.0,0,1083.3367,3684.4197000000004,225.713099455598,6.0,12.0,1.0,7.139117605064014e-05,0.0001513374446672468,0.00021561017680034498
05-17-2020,100984,84054.0,4638.0,79306.0,0,1083.3367,3684.4197000000004,225.78842786598358,10.0,13.0,0.0,0.00011897113760201775,0.00016392202355433385,0.0
05-18-2020,101017,84063.0,4638.0,79310.0,0,1079.6253,3686.4211000000005,225.8803294735277,9.0,4.0,0.0,0.00010706256022269012,5.0435001891312574e-05,0.0
05-19-2020,101213,84063.0,4638.0,79310.0,0,1079.6253,3686.4211000000005,225.8803294735277,0.0,0.0,0.0,0.0,0.0,0.0
05-20-2020,102713,84063.0,4638.0,79310.0,0,1079.6253,3686.4211000000005,225.8803294735277,0.0,0.0,0.0,0.0,0.0,0.0
05-21-2020,102779,84063.0,4638.0,79310.0,0,1079.6253,3686.4211000000005,225.8803294735277,0.0,0.0,0.0,0.0,0.0,0.0
05-22-2020,103010,84081.0,4638.0,79332.0,0,1079.6253,3686.4211000000005,225.96572383764612,18.0,22.0,0.0,0.00021407928069361686,0.00027731558513588466,0.0
05-23-2020,103076,84084.0,4638.0,79335.0,0,1079.6253,3686.4211000000005,225.98345266075557,3.0,3.0,0.0,3.5678607107178535e-05,3.781433163168841e-05,0.0
05-24-2020,103208,84095.0,4638.0,79343.0,0,1079.6253,3686.4211000000005,226.0795066904903,11.0,8.0,0.0,0.00013080444735120994,0.00010082805036361115,0.0
05-25-2020,103208,84102.0,4638.0,79352.0,0,1079.6253,3686.4211000000005,226.1340708707932,7.0,9.0,0.0,8.323226558226915e-05,0.00011341869140034277,0.0
05-26-2020,103241,84103.0,4638.0,79358.0,0,1079.6253,3686.4211000000005,226.13773691428918,1.0,6.0,0.0,1.18901822764943e-05,7.560674412157564e-05,0.0
05-27-2020,103373,84106.0,4638.0,79367.0,0,1079.6253,3686.4211000000005,226.1500698649511,3.0,9.0,0.0,3.5669274486956934e-05,0.00011339725578640997,0.0
05-28-2020,105228,84106.0,4638.0,79371.0,0,1079.6253,3686.4211000000005,226.1500698649511,0.0,4.0,0.0,0.0,5.039624044046314e-05,0.0
05-29-2020,105355,84123.0,4638.0,79382.0,0,1079.6253,3686.4211000000005,226.19375718357998,17.0,11.0,0.0,0.00020208504214067497,0.0001385704567786148,0.0
05-30-2020,105424,84128.0,4638.0,79386.0,0,1079.6253,3686.4211000000005,226.20743808787745,5.0,4.0,0.0,5.943324457968809e-05,5.038671806111909e-05,0.0
05-31-2020,105457,84146.0,4638.0,79389.0,0,1079.6253,3686.4211000000005,226.288455213455,18.0,3.0,0.0,0.00021391391153471347,3.778861051279144e-05,0.0
06-01-2020,107067,84154.0,4638.0,79398.0,0,1079.6253,3686.4211000000005,226.31647198467397,8.0,9.0,0.0,9.506381158352544e-05,0.00011335298118340512,0.0
