date,Confirmed,Deaths,Recovered,FIPS,Lat,Long_,new_Confirmed,new_Recovered,new_Deaths,p_new_Confirmed,p_new_Recovered,p_new_Deaths
2020-03-03,122.0,7.0,8.0,0.0,1296.0560000000005,-3253.4233,21.0,1.0,1.0,0.1721311475409836,0.125,0.14285714285714285
2020-03-04,153.0,11.0,8.0,0.0,1333.9094,-3375.3250999999987,31.0,0.0,4.0,0.20261437908496727,0.0,0.3636363636363637
2020-03-05,221.0,12.0,8.0,0.0,1662.6479,-4245.0528,68.0,0.0,1.0,0.3076923076923077,0.0,0.08333333333333333
2020-03-06,278.0,14.0,8.0,0.0,2308.5583,-5712.3946,57.0,0.0,2.0,0.2050359712230216,0.0,0.14285714285714285
2020-03-07,417.0,17.0,8.0,0.0,3130.9228000000007,-7986.7342,139.0,0.0,3.0,0.3333333333333333,0.0,0.17647058823529413
2020-03-08,537.0,21.0,8.0,0.0,4076.8537,-10100.029500000002,120.0,0.0,4.0,0.223463687150838,0.0,0.19047619047619047
2020-03-09,605.0,22.0,8.0,0.0,4438.293200000002,-11012.584600000006,68.0,0.0,1.0,0.11239669421487604,0.0,0.045454545454545456
2020-03-10,959.0,28.0,8.0,0.0,2052.9916000000007,-4656.544799999999,354.0,0.0,6.0,0.3691345151199166,0.0,0.21428571428571427
2020-03-11,1281.0,36.0,8.0,0.0,2052.9916000000007,-4656.5448000000015,322.0,0.0,8.0,0.25136612021857924,0.0,0.2222222222222222
2020-03-12,1663.0,40.0,12.0,0.0,2052.9916000000007,-4656.5448,382.0,4.0,4.0,0.22970535177390256,0.3333333333333333,0.1
2020-03-13,2179.0,47.0,12.0,0.0,2085.3101300000008,-4743.4470040000015,516.0,0.0,7.0,0.2368058742542451,0.0,0.14893617021276595
2020-03-14,2726.0,54.0,12.0,0.0,2060.495700000001,-4722.529100000002,547.0,0.0,7.0,0.20066030814380045,0.0,0.12962962962962962
2020-03-15,3499.0,63.0,12.0,0.0,2135.3107000000005,-4730.1398,773.0,0.0,9.0,0.22092026293226635,0.0,0.14285714285714285
2020-03-16,4632.0,85.0,17.0,0.0,2135.3107000000005,-4730.139800000001,1133.0,5.0,22.0,0.2446027633851468,0.29411764705882354,0.25882352941176473
2020-03-17,6421.0,108.0,17.0,0.0,2135.3107000000005,-4730.1398,1789.0,0.0,23.0,0.2786170378445725,0.0,0.21296296296296294
2020-03-18,7786.0,118.0,106.0,0.0,2190.7509000000005,-4890.7857,1365.0,89.0,10.0,0.17531466735165682,0.8396226415094341,0.0847457627118644
2020-03-19,13680.0,200.0,108.0,0.0,2190.7509000000005,-4890.7857,5894.0,2.0,82.0,0.4308479532163743,0.018518518518518517,0.41
2020-03-20,19101.0,244.0,147.0,0.0,2172.4009000000005,-4825.852700000001,5421.0,39.0,44.0,0.28380713051672685,0.2653061224489796,0.18032786885245905
2020-03-21,25493.0,307.0,171.0,0.0,2172.4009,-4825.852700000001,6392.0,24.0,63.0,0.2507354960185149,0.14035087719298245,0.20521172638436486
2020-03-22,33746.0,427.0,0.0,96023392.0,121004.66239132028,-290229.3348921899,8253.0,-171.0,120.0,0.24456231849700705,-inf,0.2810304449648712
2020-03-23,43667.0,552.0,0.0,96047404.0,121078.59741855039,-290424.41750594025,9921.0,0.0,125.0,0.2271967389561912,,0.22644927536231885
2020-03-24,53740.0,706.0,348.0,95994333.0,121032.36701804039,-290305.9399520403,10073.0,348.0,154.0,0.18743952363230368,1.0,0.21813031161473087
2020-03-25,65778.0,942.0,361.0,95994333.0,121032.36701804039,-290305.9399520403,12038.0,13.0,236.0,0.18300951685974035,0.036011080332409975,0.2505307855626327
2020-03-26,83836.0,1209.0,681.0,95962326.0,120991.2217019804,-290190.5821901402,18058.0,320.0,267.0,0.21539672694307932,0.4698972099853157,0.22084367245657568
