Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,date,Latitude,Longitude
Anhui,Mainland China,1/22/2020 17:00,1.0,,,2020-01-22,,
Beijing,Mainland China,1/22/2020 17:00,14.0,,,2020-01-22,,
Chongqing,Mainland China,1/22/2020 17:00,6.0,,,2020-01-22,,
Fujian,Mainland China,1/22/2020 17:00,1.0,,,2020-01-22,,
Gansu,Mainland China,1/22/2020 17:00,,,,2020-01-22,,
Guangdong,Mainland China,1/22/2020 17:00,26.0,,,2020-01-22,,
Guangxi,Mainland China,1/22/2020 17:00,2.0,,,2020-01-22,,
Guizhou,Mainland China,1/22/2020 17:00,1.0,,,2020-01-22,,
Hainan,Mainland China,1/22/2020 17:00,4.0,,,2020-01-22,,
Hebei,Mainland China,1/22/2020 17:00,1.0,,,2020-01-22,,
Heilongjiang,Mainland China,1/22/2020 17:00,,,,2020-01-22,,
Henan,Mainland China,1/22/2020 17:00,5.0,,,2020-01-22,,
Hong Kong,Hong Kong,1/22/2020 17:00,,,,2020-01-22,,
Hubei,Mainland China,1/22/2020 17:00,444.0,17.0,28.0,2020-01-22,,
Hunan,Mainland China,1/22/2020 17:00,4.0,,,2020-01-22,,
Inner Mongolia,Mainland China,1/22/2020 17:00,,,,2020-01-22,,
Jiangsu,Mainland China,1/22/2020 17:00,1.0,,,2020-01-22,,
Jiangxi,Mainland China,1/22/2020 17:00,2.0,,,2020-01-22,,
Jilin,Mainland China,1/22/2020 17:00,,,,2020-01-22,,
Liaoning,Mainland China,1/22/2020 17:00,2.0,,,2020-01-22,,
Macau,Macau,1/22/2020 17:00,1.0,,,2020-01-22,,
Ningxia,Mainland China,1/22/2020 17:00,1.0,,,2020-01-22,,
Qinghai,Mainland China,1/22/2020 17:00,,,,2020-01-22,,
Shaanxi,Mainland China,1/22/2020 17:00,,,,2020-01-22,,
Shandong,Mainland China,1/22/2020 17:00,2.0,,,2020-01-22,,
Shanghai,Mainland China,1/22/2020 17:00,9.0,,,2020-01-22,,
Shanxi,Mainland China,1/22/2020 17:00,1.0,,,2020-01-22,,
Sichuan,Mainland China,1/22/2020 17:00,5.0,,,2020-01-22,,
Taiwan,Taiwan,1/22/2020 17:00,1.0,,,2020-01-22,,
Tianjin,Mainland China,1/22/2020 17:00,4.0,,,2020-01-22,,
Tibet,Mainland China,1/22/2020 17:00,,,,2020-01-22,,
Washington,US,1/22/2020 17:00,1.0,,,2020-01-22,,
Xinjiang,Mainland China,1/22/2020 17:00,,,,2020-01-22,,
Yunnan,Mainland China,1/22/2020 17:00,1.0,,,2020-01-22,,
Zhejiang,Mainland China,1/22/2020 17:00,10.0,,,2020-01-22,,
,Japan,1/22/2020 17:00,2.0,,,2020-01-22,,
,Thailand,1/22/2020 17:00,2.0,,,2020-01-22,,
,South Korea,1/22/2020 17:00,1.0,,,2020-01-22,,
Anhui,Mainland China,1/23/20 17:00,9.0,,,2020-01-23,,
Beijing,Mainland China,1/23/20 17:00,22.0,,,2020-01-23,,
Chongqing,Mainland China,1/23/20 17:00,9.0,,,2020-01-23,,
Fujian,Mainland China,1/23/20 17:00,5.0,,,2020-01-23,,
Gansu,Mainland China,1/23/20 17:00,2.0,,,2020-01-23,,
Guangdong,Mainland China,1/23/20 17:00,32.0,,2.0,2020-01-23,,
Guangxi,Mainland China,1/23/20 17:00,5.0,,,2020-01-23,,
Guizhou,Mainland China,1/23/20 17:00,3.0,,,2020-01-23,,
Hainan,Mainland China,1/23/20 17:00,5.0,,,2020-01-23,,
Hebei,Mainland China,1/23/20 17:00,1.0,1.0,,2020-01-23,,
Heilongjiang,Mainland China,1/23/20 17:00,2.0,,,2020-01-23,,
Henan,Mainland China,1/23/20 17:00,5.0,,,2020-01-23,,
Hong Kong,Hong Kong,1/23/20 17:00,2.0,,,2020-01-23,,
Hubei,Mainland China,1/23/20 17:00,444.0,17.0,28.0,2020-01-23,,
Hunan,Mainland China,1/23/20 17:00,9.0,,,2020-01-23,,
Inner Mongolia,Mainland China,1/23/20 17:00,,,,2020-01-23,,
Jiangsu,Mainland China,1/23/20 17:00,5.0,,,2020-01-23,,
Jiangxi,Mainland China,1/23/20 17:00,7.0,,,2020-01-23,,
Jilin,Mainland China,1/23/20 17:00,1.0,,,2020-01-23,,
Liaoning,Mainland China,1/23/20 17:00,3.0,,,2020-01-23,,
Macau,Macau,1/23/20 17:00,2.0,,,2020-01-23,,
Ningxia,Mainland China,1/23/20 17:00,1.0,,,2020-01-23,,
Qinghai,Mainland China,1/23/20 17:00,,,,2020-01-23,,
Shaanxi,Mainland China,1/23/20 17:00,3.0,,,2020-01-23,,
Shandong,Mainland China,1/23/20 17:00,6.0,,,2020-01-23,,
Shanghai,Mainland China,1/23/20 17:00,16.0,,,2020-01-23,,
Shanxi,Mainland China,1/23/20 17:00,1.0,,,2020-01-23,,
Sichuan,Mainland China,1/23/20 17:00,8.0,,,2020-01-23,,
Taiwan,Taiwan,1/23/20 17:00,1.0,,,2020-01-23,,
Tianjin,Mainland China,1/23/20 17:00,4.0,,,2020-01-23,,
Tibet,Mainland China,1/23/20 17:00,,,,2020-01-23,,
Washington,US,1/23/20 17:00,1.0,,,2020-01-23,,
Xinjiang,Mainland China,1/23/20 17:00,2.0,,,2020-01-23,,
Yunnan,Mainland China,1/23/20 17:00,2.0,,,2020-01-23,,
Zhejiang,Mainland China,1/23/20 17:00,27.0,,,2020-01-23,,
,Japan,1/23/20 17:00,1.0,,,2020-01-23,,
,Thailand,1/23/20 17:00,3.0,,,2020-01-23,,
,South Korea,1/23/20 17:00,1.0,,,2020-01-23,,
,Singapore,1/23/20 17:00,1.0,,,2020-01-23,,
,Philippines,1/23/20 17:00,,,,2020-01-23,,
,Malaysia,1/23/20 17:00,,,,2020-01-23,,
,Vietnam,1/23/20 17:00,2.0,,,2020-01-23,,
,Australia,1/23/20 17:00,,,,2020-01-23,,
,Mexico,1/23/20 17:00,,,,2020-01-23,,
,Brazil,1/23/20 17:00,,,,2020-01-23,,
,Colombia,1/23/20 17:00,,,,2020-01-23,,
Hubei,Mainland China,1/24/20 17:00,549.0,24.0,31.0,2020-01-24,,
Guangdong,Mainland China,1/24/20 17:00,53.0,,2.0,2020-01-24,,
Zhejiang,Mainland China,1/24/20 17:00,43.0,,1.0,2020-01-24,,
Beijing,Mainland China,1/24/20 17:00,36.0,,1.0,2020-01-24,,
Chongqing,Mainland China,1/24/20 17:00,27.0,,,2020-01-24,,
Hunan,Mainland China,1/24/20 17:00,24.0,,,2020-01-24,,
Guangxi,Mainland China,1/24/20 17:00,23.0,,,2020-01-24,,
Shanghai,Mainland China,1/24/20 17:00,20.0,,1.0,2020-01-24,,
Jiangxi,Mainland China,1/24/20 17:00,18.0,,,2020-01-24,,
Sichuan,Mainland China,1/24/20 17:00,15.0,,,2020-01-24,,
Shandong,Mainland China,1/24/20 17:00,15.0,,,2020-01-24,,
Anhui,Mainland China,1/24/20 17:00,15.0,,,2020-01-24,,
Fujian,Mainland China,1/24/20 17:00,10.0,,,2020-01-24,,
Henan,Mainland China,1/24/20 17:00,9.0,,,2020-01-24,,
Jiangsu,Mainland China,1/24/20 17:00,9.0,,,2020-01-24,,
Hainan,Mainland China,1/24/20 17:00,8.0,,,2020-01-24,,
Tianjin,Mainland China,1/24/20 17:00,8.0,,,2020-01-24,,
Yunnan,Mainland China,1/24/20 17:00,5.0,,,2020-01-24,,
Shaanxi,Mainland China,1/24/20 17:00,5.0,,,2020-01-24,,
Heilongjiang,Mainland China,1/24/20 17:00,4.0,1.0,,2020-01-24,,
Liaoning,Mainland China,1/24/20 17:00,4.0,,,2020-01-24,,
Guizhou,Mainland China,1/24/20 17:00,3.0,,,2020-01-24,,
Jilin,Mainland China,1/24/20 17:00,3.0,,,2020-01-24,,
Taiwan,Taiwan,1/24/20 17:00,3.0,,,2020-01-24,,
Ningxia,Mainland China,1/24/20 17:00,2.0,,,2020-01-24,,
Hong Kong,Hong Kong,1/24/20 17:00,2.0,,,2020-01-24,,
Macau,Macau,1/24/20 17:00,2.0,,,2020-01-24,,
Hebei,Mainland China,1/24/20 17:00,2.0,1.0,,2020-01-24,,
Gansu,Mainland China,1/24/20 17:00,2.0,,,2020-01-24,,
Xinjiang,Mainland China,1/24/20 17:00,2.0,,,2020-01-24,,
Shanxi,Mainland China,1/24/20 17:00,1.0,,,2020-01-24,,
Inner Mongolia,Mainland China,1/24/20 17:00,1.0,,,2020-01-24,,
Qinghai,Mainland China,1/24/20 17:00,,,,2020-01-24,,
Washington,US,1/24/20 17:00,1.0,,,2020-01-24,,
Chicago,US,1/24/20 17:00,1.0,,,2020-01-24,,
,Japan,1/24/20 17:00,2.0,,,2020-01-24,,
,Thailand,1/24/20 17:00,5.0,,,2020-01-24,,
,South Korea,1/24/20 17:00,2.0,,,2020-01-24,,
,Singapore,1/24/20 17:00,3.0,,,2020-01-24,,
,Vietnam,1/24/20 17:00,2.0,,,2020-01-24,,
,France,1/24/20 17:00,2.0,,,2020-01-24,,
Hubei,Mainland China,1/25/20 17:00,761.0,40.0,32.0,2020-01-25,,
Guangdong,Mainland China,1/25/20 17:00,78.0,,2.0,2020-01-25,,
Zhejiang,Mainland China,1/25/20 17:00,62.0,,1.0,2020-01-25,,
Chongqing,Mainland China,1/25/20 17:00,57.0,,,2020-01-25,,
Hunan,Mainland China,1/25/20 17:00,43.0,,,2020-01-25,,
Beijing,Mainland China,1/25/20 17:00,41.0,,2.0,2020-01-25,,
Anhui,Mainland China,1/25/20 17:00,39.0,,,2020-01-25,,
Shanghai,Mainland China,1/25/20 17:00,33.0,,1.0,2020-01-25,,
Henan,Mainland China,1/25/20 17:00,32.0,,,2020-01-25,,
Sichuan,Mainland China,1/25/20 17:00,28.0,,,2020-01-25,,
Shandong,Mainland China,1/25/20 17:00,27.0,,,2020-01-25,,
Guangxi,Mainland China,1/25/20 17:00,23.0,,,2020-01-25,,
Hainan,Mainland China,1/25/20 17:00,19.0,,,2020-01-25,,
Jiangxi,Mainland China,1/25/20 17:00,18.0,,,2020-01-25,,
Fujian,Mainland China,1/25/20 17:00,18.0,,,2020-01-25,,
Jiangsu,Mainland China,1/25/20 17:00,18.0,,1.0,2020-01-25,,
Liaoning,Mainland China,1/25/20 17:00,17.0,,,2020-01-25,,
Shaanxi,Mainland China,1/25/20 17:00,15.0,,,2020-01-25,,
Yunnan,Mainland China,1/25/20 17:00,11.0,,,2020-01-25,,
Tianjin,Mainland China,1/25/20 17:00,10.0,,,2020-01-25,,
Heilongjiang,Mainland China,1/25/20 17:00,9.0,1.0,,2020-01-25,,
Hebei,Mainland China,1/25/20 17:00,8.0,1.0,,2020-01-25,,
Inner Mongolia,Mainland China,1/25/20 17:00,7.0,,,2020-01-25,,
Shanxi,Mainland China,1/25/20 17:00,6.0,,,2020-01-25,,
Hong Kong,Hong Kong,1/25/20 17:00,5.0,,,2020-01-25,,
Guizhou,Mainland China,1/25/20 17:00,4.0,,,2020-01-25,,
Jilin,Mainland China,1/25/20 17:00,4.0,,,2020-01-25,,
Gansu,Mainland China,1/25/20 17:00,4.0,,,2020-01-25,,
Ningxia,Mainland China,1/25/20 17:00,3.0,,,2020-01-25,,
Taiwan,Taiwan,1/25/20 17:00,3.0,,,2020-01-25,,
Xinjiang,Mainland China,1/25/20 17:00,3.0,,,2020-01-25,,
Macau,Macau,1/25/20 17:00,2.0,,,2020-01-25,,
Qinghai,Mainland China,1/25/20 17:00,1.0,,,2020-01-25,,
Washington,US,1/25/20 17:00,1.0,,,2020-01-25,,
Illinois,US,1/25/20 17:00,1.0,,,2020-01-25,,
,Japan,1/25/20 17:00,2.0,,,2020-01-25,,
,Thailand,1/25/20 17:00,7.0,,,2020-01-25,,
,South Korea,1/25/20 17:00,2.0,,,2020-01-25,,
,Singapore,1/25/20 17:00,3.0,,,2020-01-25,,
,Vietnam,1/25/20 17:00,2.0,,,2020-01-25,,
,France,1/25/20 17:00,3.0,,,2020-01-25,,
,Australia,1/25/20 17:00,4.0,,,2020-01-25,,
,Nepal,1/25/20 17:00,1.0,,,2020-01-25,,
,Malaysia,1/25/20 17:00,3.0,,,2020-01-25,,
Hubei,Mainland China,1/26/20 16:00,1058.0,52.0,42.0,2020-01-26,,
Guangdong,Mainland China,1/26/20 16:00,111.0,,2.0,2020-01-26,,
Zhejiang,Mainland China,1/26/20 16:00,104.0,,1.0,2020-01-26,,
Henan,Mainland China,1/26/20 16:00,83.0,1.0,,2020-01-26,,
Chongqing,Mainland China,1/26/20 16:00,75.0,,,2020-01-26,,
Hunan,Mainland China,1/26/20 16:00,69.0,,,2020-01-26,,
Beijing,Mainland China,1/26/20 16:00,68.0,,2.0,2020-01-26,,
Anhui,Mainland China,1/26/20 16:00,60.0,,,2020-01-26,,
Shandong,Mainland China,1/26/20 16:00,46.0,,,2020-01-26,,
Sichuan,Mainland China,1/26/20 16:00,44.0,,,2020-01-26,,
Shanghai,Mainland China,1/26/20 16:00,40.0,1.0,1.0,2020-01-26,,
Guangxi,Mainland China,1/26/20 16:00,36.0,,,2020-01-26,,
Jiangxi,Mainland China,1/26/20 16:00,36.0,,,2020-01-26,,
Fujian,Mainland China,1/26/20 16:00,35.0,,,2020-01-26,,
Jiangsu,Mainland China,1/26/20 16:00,33.0,,1.0,2020-01-26,,
Hainan,Mainland China,1/26/20 16:00,22.0,,,2020-01-26,,
Shaanxi,Mainland China,1/26/20 16:00,22.0,,,2020-01-26,,
Liaoning,Mainland China,1/26/20 16:00,21.0,,,2020-01-26,,
Yunnan,Mainland China,1/26/20 16:00,16.0,,,2020-01-26,,
Heilongjiang,Mainland China,1/26/20 16:00,15.0,1.0,,2020-01-26,,
Tianjin,Mainland China,1/26/20 16:00,14.0,,,2020-01-26,,
Hebei,Mainland China,1/26/20 16:00,13.0,1.0,,2020-01-26,,
Shanxi,Mainland China,1/26/20 16:00,9.0,,,2020-01-26,,
Hong Kong,Hong Kong,1/26/20 16:00,8.0,,,2020-01-26,,
Inner Mongolia,Mainland China,1/26/20 16:00,7.0,,,2020-01-26,,
Gansu,Mainland China,1/26/20 16:00,7.0,,,2020-01-26,,
Guizhou,Mainland China,1/26/20 16:00,5.0,,,2020-01-26,,
Macau,Macau,1/26/20 16:00,5.0,,,2020-01-26,,
Ningxia,Mainland China,1/26/20 16:00,4.0,,,2020-01-26,,
Jilin,Mainland China,1/26/20 16:00,4.0,,,2020-01-26,,
Taiwan,Taiwan,1/26/20 16:00,4.0,,,2020-01-26,,
Xinjiang,Mainland China,1/26/20 16:00,4.0,,,2020-01-26,,
Qinghai,Mainland China,1/26/20 16:00,1.0,,,2020-01-26,,
Washington,US,1/26/20 16:00,1.0,,,2020-01-26,,
Illinois,US,1/26/20 16:00,1.0,,,2020-01-26,,
California,US,1/26/20 16:00,2.0,,,2020-01-26,,
Arizona,US,1/26/20 16:00,1.0,,,2020-01-26,,
,Japan,1/26/20 16:00,4.0,,1.0,2020-01-26,,
,Thailand,1/26/20 16:00,8.0,,2.0,2020-01-26,,
,South Korea,1/26/20 16:00,3.0,,,2020-01-26,,
,Singapore,1/26/20 16:00,4.0,,,2020-01-26,,
,Vietnam,1/26/20 16:00,2.0,,,2020-01-26,,
,France,1/26/20 16:00,3.0,,,2020-01-26,,
,Australia,1/26/20 16:00,4.0,,,2020-01-26,,
,Nepal,1/26/20 16:00,1.0,,,2020-01-26,,
,Malaysia,1/26/20 16:00,4.0,,,2020-01-26,,
Ontario,Canada,1/26/20 16:00,1.0,,,2020-01-26,,
Hubei,Mainland China,1/27/20 23:59,1423.0,76.0,45.0,2020-01-27,,
Guangdong,Mainland China,1/27/20 23:59,151.0,,4.0,2020-01-27,,
Zhejiang,Mainland China,1/27/20 23:59,128.0,,1.0,2020-01-27,,
Henan,Mainland China,1/27/20 23:59,128.0,1.0,,2020-01-27,,
Chongqing,Mainland China,1/27/20 23:59,110.0,,,2020-01-27,,
Hunan,Mainland China,1/27/20 23:59,100.0,,,2020-01-27,,
Beijing,Mainland China,1/27/20 23:59,80.0,1.0,2.0,2020-01-27,,
Shandong,Mainland China,1/27/20 23:59,75.0,,,2020-01-27,,
Jiangxi,Mainland China,1/27/20 23:59,72.0,,2.0,2020-01-27,,
Anhui,Mainland China,1/27/20 23:59,70.0,,,2020-01-27,,
Sichuan,Mainland China,1/27/20 23:59,69.0,,,2020-01-27,,
Fujian,Mainland China,1/27/20 23:59,59.0,,,2020-01-27,,
Shanghai,Mainland China,1/27/20 23:59,53.0,1.0,3.0,2020-01-27,,
Jiangsu,Mainland China,1/27/20 23:59,47.0,,1.0,2020-01-27,,
Guangxi,Mainland China,1/27/20 23:59,46.0,,,2020-01-27,,
Shaanxi,Mainland China,1/27/20 23:59,35.0,,,2020-01-27,,
Hainan,Mainland China,1/27/20 23:59,33.0,1.0,,2020-01-27,,
Liaoning,Mainland China,1/27/20 23:59,27.0,,,2020-01-27,,
Yunnan,Mainland China,1/27/20 23:59,26.0,,,2020-01-27,,
Tianjin,Mainland China,1/27/20 23:59,23.0,,,2020-01-27,,
Heilongjiang,Mainland China,1/27/20 23:59,21.0,1.0,,2020-01-27,,
Hebei,Mainland China,1/27/20 23:59,18.0,1.0,,2020-01-27,,
Gansu,Mainland China,1/27/20 23:59,14.0,,,2020-01-27,,
Shanxi,Mainland China,1/27/20 23:59,13.0,,,2020-01-27,,
Inner Mongolia,Mainland China,1/27/20 23:59,11.0,,,2020-01-27,,
Hong Kong,Hong Kong,1/27/20 23:59,8.0,,,2020-01-27,,
Guizhou,Mainland China,1/27/20 23:59,7.0,,,2020-01-27,,
Ningxia,Mainland China,1/27/20 23:59,7.0,,,2020-01-27,,
Jilin,Mainland China,1/27/20 23:59,6.0,,,2020-01-27,,
Macau,Macau,1/27/20 23:59,6.0,,,2020-01-27,,
Qinghai,Mainland China,1/27/20 23:59,6.0,,,2020-01-27,,
Taiwan,Taiwan,1/27/20 23:59,5.0,,,2020-01-27,,
Xinjiang,Mainland China,1/27/20 23:59,5.0,,,2020-01-27,,
Washington,US,1/27/20 23:59,1.0,,,2020-01-27,,
Illinois,US,1/27/20 23:59,1.0,,,2020-01-27,,
California,US,1/27/20 23:59,2.0,,,2020-01-27,,
Arizona,US,1/27/20 23:59,1.0,,,2020-01-27,,
,Japan,1/27/20 23:59,4.0,,1.0,2020-01-27,,
,Thailand,1/27/20 23:59,8.0,,2.0,2020-01-27,,
,South Korea,1/27/20 23:59,4.0,,,2020-01-27,,
,Singapore,1/27/20 23:59,5.0,,,2020-01-27,,
,Vietnam,1/27/20 23:59,2.0,,,2020-01-27,,
,France,1/27/20 23:59,3.0,,,2020-01-27,,
,Nepal,1/27/20 23:59,1.0,,,2020-01-27,,
,Malaysia,1/27/20 23:59,4.0,,,2020-01-27,,
Ontario,Canada,1/27/20 23:59,1.0,,,2020-01-27,,
,Cambodia,1/27/20 23:59,1.0,,,2020-01-27,,
,Sri Lanka,1/27/20 23:59,1.0,,,2020-01-27,,
,Ivory Coast,1/27/20 23:59,1.0,,,2020-01-27,,
New South Wales,Australia,1/27/20 23:59,4.0,,,2020-01-27,,
Victoria,Australia,1/27/20 23:59,1.0,,,2020-01-27,,
Hubei,Mainland China,1/28/20 23:00,3554.0,125.0,80.0,2020-01-28,,
Guangdong,Mainland China,1/28/20 23:00,207.0,,4.0,2020-01-28,,
Zhejiang,Mainland China,1/28/20 23:00,173.0,,3.0,2020-01-28,,
Henan,Mainland China,1/28/20 23:00,168.0,1.0,,2020-01-28,,
Hunan,Mainland China,1/28/20 23:00,143.0,,,2020-01-28,,
Chongqing,Mainland China,1/28/20 23:00,132.0,,,2020-01-28,,
Jiangxi,Mainland China,1/28/20 23:00,109.0,,3.0,2020-01-28,,
Anhui,Mainland China,1/28/20 23:00,106.0,,,2020-01-28,,
Shandong,Mainland China,1/28/20 23:00,95.0,,,2020-01-28,,
Beijing,Mainland China,1/28/20 23:00,91.0,1.0,4.0,2020-01-28,,
Sichuan,Mainland China,1/28/20 23:00,90.0,,,2020-01-28,,
Fujian,Mainland China,1/28/20 23:00,80.0,,,2020-01-28,,
Jiangsu,Mainland China,1/28/20 23:00,70.0,,1.0,2020-01-28,,
Shanghai,Mainland China,1/28/20 23:00,66.0,1.0,4.0,2020-01-28,,
Guangxi,Mainland China,1/28/20 23:00,51.0,,2.0,2020-01-28,,
Shaanxi,Mainland China,1/28/20 23:00,46.0,,,2020-01-28,,
Yunnan,Mainland China,1/28/20 23:00,44.0,,,2020-01-28,,
Hainan,Mainland China,1/28/20 23:00,40.0,1.0,,2020-01-28,,
Liaoning,Mainland China,1/28/20 23:00,34.0,,,2020-01-28,,
Hebei,Mainland China,1/28/20 23:00,33.0,1.0,,2020-01-28,,
Heilongjiang,Mainland China,1/28/20 23:00,33.0,1.0,,2020-01-28,,
Shanxi,Mainland China,1/28/20 23:00,27.0,,,2020-01-28,,
Tianjin,Mainland China,1/28/20 23:00,24.0,,,2020-01-28,,
Gansu,Mainland China,1/28/20 23:00,19.0,,,2020-01-28,,
Inner Mongolia,Mainland China,1/28/20 23:00,15.0,,,2020-01-28,,
Ningxia,Mainland China,1/28/20 23:00,11.0,,,2020-01-28,,
Xinjiang,Mainland China,1/28/20 23:00,10.0,,,2020-01-28,,
Guizhou,Mainland China,1/28/20 23:00,9.0,,,2020-01-28,,
Jilin,Mainland China,1/28/20 23:00,8.0,,,2020-01-28,,
Taiwan,Taiwan,1/28/20 23:00,8.0,,,2020-01-28,,
Hong Kong,Hong Kong,1/28/20 23:00,8.0,,,2020-01-28,,
Macau,Macau,1/28/20 23:00,7.0,,,2020-01-28,,
Qinghai,Mainland China,1/28/20 23:00,6.0,,,2020-01-28,,
Washington,US,1/28/20 23:00,1.0,,,2020-01-28,,
Illinois,US,1/28/20 23:00,1.0,,,2020-01-28,,
California,US,1/28/20 23:00,2.0,,,2020-01-28,,
Arizona,US,1/28/20 23:00,1.0,,,2020-01-28,,
,Japan,1/28/20 23:00,7.0,,1.0,2020-01-28,,
,Thailand,1/28/20 23:00,14.0,,5.0,2020-01-28,,
,South Korea,1/28/20 23:00,4.0,,,2020-01-28,,
,Singapore,1/28/20 23:00,7.0,,,2020-01-28,,
,Vietnam,1/28/20 23:00,2.0,,,2020-01-28,,
,France,1/28/20 23:00,4.0,,,2020-01-28,,
,Nepal,1/28/20 23:00,1.0,,,2020-01-28,,
,Malaysia,1/28/20 23:00,4.0,,,2020-01-28,,
Ontario,Canada,1/28/20 23:00,1.0,,,2020-01-28,,
British Columbia,Canada,1/28/20 23:00,1.0,,,2020-01-28,,
,Cambodia,1/28/20 23:00,1.0,,,2020-01-28,,
,Sri Lanka,1/28/20 23:00,1.0,,,2020-01-28,,
New South Wales,Australia,1/28/20 23:00,4.0,,,2020-01-28,,
Victoria,Australia,1/28/20 23:00,1.0,,,2020-01-28,,
Bavaria,Germany,1/28/20 23:00,4.0,,,2020-01-28,,
Hubei,Mainland China,1/29/20 19:30,3554.0,125.0,88.0,2020-01-29,,
Zhejiang,Mainland China,1/29/20 19:30,296.0,,3.0,2020-01-29,,
Guangdong,Mainland China,1/29/20 19:30,277.0,,5.0,2020-01-29,,
Hunan,Mainland China,1/29/20 19:30,221.0,,,2020-01-29,,
Henan,Mainland China,1/29/20 19:30,206.0,2.0,1.0,2020-01-29,,
Anhui,Mainland China,1/29/20 19:30,152.0,,2.0,2020-01-29,,
Chongqing,Mainland China,1/29/20 19:30,147.0,,1.0,2020-01-29,,
Shandong,Mainland China,1/29/20 19:30,130.0,,1.0,2020-01-29,,
Beijing,Mainland China,1/29/20 19:30,111.0,1.0,4.0,2020-01-29,,
Jiangxi,Mainland China,1/29/20 19:30,109.0,,3.0,2020-01-29,,
Sichuan,Mainland China,1/29/20 19:30,108.0,1.0,1.0,2020-01-29,,
Jiangsu,Mainland China,1/29/20 19:30,99.0,,1.0,2020-01-29,,
Shanghai,Mainland China,1/29/20 19:30,96.0,1.0,5.0,2020-01-29,,
Fujian,Mainland China,1/29/20 19:30,84.0,,,2020-01-29,,
Guangxi,Mainland China,1/29/20 19:30,58.0,,2.0,2020-01-29,,
Shaanxi,Mainland China,1/29/20 19:30,56.0,,,2020-01-29,,
Yunnan,Mainland China,1/29/20 19:30,55.0,,,2020-01-29,,
Hebei,Mainland China,1/29/20 19:30,48.0,1.0,,2020-01-29,,
Hainan,Mainland China,1/29/20 19:30,43.0,1.0,,2020-01-29,,
Liaoning,Mainland China,1/29/20 19:30,39.0,,1.0,2020-01-29,,
Heilongjiang,Mainland China,1/29/20 19:30,38.0,1.0,,2020-01-29,,
Tianjin,Mainland China,1/29/20 19:30,27.0,,,2020-01-29,,
Shanxi,Mainland China,1/29/20 19:30,27.0,,1.0,2020-01-29,,
Gansu,Mainland China,1/29/20 19:30,24.0,,,2020-01-29,,
Inner Mongolia,Mainland China,1/29/20 19:30,16.0,,,2020-01-29,,
Xinjiang,Mainland China,1/29/20 19:30,13.0,,,2020-01-29,,
Ningxia,Mainland China,1/29/20 19:30,12.0,,,2020-01-29,,
Hong Kong,Hong Kong,1/29/20 19:30,10.0,,,2020-01-29,,
Guizhou,Mainland China,1/29/20 19:30,9.0,,1.0,2020-01-29,,
Jilin,Mainland China,1/29/20 19:30,9.0,,,2020-01-29,,
Taiwan,Taiwan,1/29/20 19:30,8.0,,,2020-01-29,,
Macau,Macau,1/29/20 19:30,7.0,,,2020-01-29,,
Qinghai,Mainland China,1/29/20 19:30,6.0,,,2020-01-29,,
Washington,US,1/29/20 19:30,1.0,,,2020-01-29,,
Illinois,US,1/29/20 19:30,1.0,,,2020-01-29,,
California,US,1/29/20 19:30,2.0,,,2020-01-29,,
Arizona,US,1/29/20 19:30,1.0,,,2020-01-29,,
,Japan,1/29/20 19:30,7.0,,1.0,2020-01-29,,
,Thailand,1/29/20 19:30,14.0,,5.0,2020-01-29,,
,South Korea,1/29/20 19:30,4.0,,,2020-01-29,,
,Singapore,1/29/20 19:30,7.0,,,2020-01-29,,
,Vietnam,1/29/20 19:30,2.0,,,2020-01-29,,
,France,1/29/20 19:30,5.0,,,2020-01-29,,
,Nepal,1/29/20 19:30,1.0,,,2020-01-29,,
,Malaysia,1/29/20 19:30,7.0,,,2020-01-29,,
Ontario,Canada,1/29/20 19:30,1.0,,,2020-01-29,,
British Columbia,Canada,1/29/20 19:30,1.0,,,2020-01-29,,
,Cambodia,1/29/20 19:30,1.0,,,2020-01-29,,
,Sri Lanka,1/29/20 19:30,1.0,,,2020-01-29,,
New South Wales,Australia,1/29/20 19:30,4.0,,,2020-01-29,,
Victoria,Australia,1/29/20 19:30,1.0,,,2020-01-29,,
Bavaria,Germany,1/29/20 19:30,4.0,,,2020-01-29,,
,Finland,1/29/20 19:30,1.0,,,2020-01-29,,
,United Arab Emirates,1/29/20 19:30,4.0,,,2020-01-29,,
Hubei,Mainland China,1/30/20 16:00,4903.0,162.0,90.0,2020-01-30,,
Zhejiang,Mainland China,1/30/20 16:00,428.0,,4.0,2020-01-30,,
Guangdong,Mainland China,1/30/20 16:00,354.0,,10.0,2020-01-30,,
Henan,Mainland China,1/30/20 16:00,278.0,2.0,2.0,2020-01-30,,
Hunan,Mainland China,1/30/20 16:00,277.0,,2.0,2020-01-30,,
Anhui,Mainland China,1/30/20 16:00,200.0,,2.0,2020-01-30,,
Chongqing,Mainland China,1/30/20 16:00,182.0,,1.0,2020-01-30,,
Jiangxi,Mainland China,1/30/20 16:00,162.0,,5.0,2020-01-30,,
Shandong,Mainland China,1/30/20 16:00,158.0,,1.0,2020-01-30,,
Sichuan,Mainland China,1/30/20 16:00,142.0,1.0,1.0,2020-01-30,,
Jiangsu,Mainland China,1/30/20 16:00,129.0,,1.0,2020-01-30,,
Beijing,Mainland China,1/30/20 16:00,114.0,1.0,4.0,2020-01-30,,
