MODZCTA,Positive,Total,zcta_cum.perc_pos,ZIP,LAT,LNG,zip,lat,lng,city,state_id,state_name,zcta,parent_zcta,population,density,county_fips,county_name,county_weights,county_names_all,county_fips_all,imprecise,military,timezone,Positive_Percentage_of_Population
11418,757,1354,55.91,11418,40.700272,-73.835971,11418,40.70019,-73.83615,Richmond Hill,NY,New York,True,,38517,8579.9,36081,Queens,{'36081':100},Queens,36081,False,False,America/New_York,1.9653659423111873
11419,813,1439,56.5,11419,40.688673,-73.822918,11419,40.688629999999996,-73.82297,South Richmond Hill,NY,New York,True,,49618,16283.6,36081,Queens,{'36081':100},Queens,36081,False,False,America/New_York,1.6385182796565763
11420,996,1762,56.53,11420,40.673583,-73.81773000000001,11420,40.67358,-73.81787,South Ozone Park,NY,New York,True,,48489,8243.5,36081,Queens,{'36081':100},Queens,36081,False,False,America/New_York,2.054074119903483
11421,847,1463,57.89,11421,40.694062,-73.858626,11421,40.69399,-73.85871999999999,Woodhaven,NY,New York,True,,41002,11709.4,36081,Queens,{'36081':100},Queens,36081,False,False,America/New_York,2.065752890102922
11422,739,1357,54.46,11422,40.660059999999994,-73.736012,11422,40.66041,-73.73626,Rosedale,NY,New York,True,,32082,5861.1,36081,Queens,{'36081':100},Queens,36081,False,False,America/New_York,2.3034723520977494
11423,717,1242,57.73,11423,40.715606,-73.76847099999999,11423,40.71561,-73.76843000000001,Hollis,NY,New York,True,,31400,8180.4,36081,Queens,{'36081':100},Queens,36081,False,False,America/New_York,2.28343949044586
11426,389,755,51.52,11426,40.736425,-73.722376,11426,40.73646,-73.72238,Bellerose,NY,New York,True,,20801,5034.0,36081,Queens,{'36081':100},Queens,36081,False,False,America/New_York,1.8701023989231287
11427,587,1055,55.64,11427,40.730903999999995,-73.745661,11427,40.73097,-73.74553,Queens Village,NY,New York,True,,24037,5761.7,36081,Queens,{'36081':100},Queens,36081,False,False,America/New_York,2.442068477763448
11428,517,862,59.98,11428,40.721016,-73.742245,11428,40.72099,-73.74228000000001,Queens Village,NY,New York,True,,18929,8899.5,36081,Queens,{'36081':100},Queens,36081,False,False,America/New_York,2.731258914892493
11429,728,1154,63.08,11429,40.709765999999995,-73.738653,11429,40.70978,-73.7387,Queens Village,NY,New York,True,,27403,7491.8,36081,Queens,{'36081':100},Queens,36081,False,False,America/New_York,2.6566434332007445
11432,1197,2043,58.59,11432,40.715359,-73.793071,11432,40.71533,-73.79306,Jamaica,NY,New York,True,,62053,10923.4,36081,Queens,{'36081':100},Queens,36081,False,False,America/New_York,1.928996180684254
11433,679,1181,57.49,11433,40.698161999999996,-73.786893,11433,40.69818,-73.78687,Jamaica,NY,New York,True,,36489,8145.6,36081,Queens,{'36081':100},Queens,36081,False,False,America/New_York,1.8608347721231056
11434,1481,2600,56.96,11434,40.676808,-73.776425,11434,40.67677,-73.77627,Jamaica,NY,New York,True,,65791,6985.1,36081,Queens,{'36081':100},Queens,36081,False,False,America/New_York,2.251067775227615
11435,1131,2053,55.09,11435,40.701265,-73.809605,11435,40.701409999999996,-73.80972,Jamaica,NY,New York,True,,59296,13561.0,36081,Queens,{'36081':100},Queens,36081,False,False,America/New_York,1.907379924446843
11436,384,694,55.33,11436,40.675807,-73.796622,11436,40.67577,-73.79672,Jamaica,NY,New York,True,,20077,8736.8,36081,Queens,{'36081':100},Queens,36081,False,False,America/New_York,1.9126363500522987
11691,1649,2638,62.51,11691,40.601278,-73.761651,11691,40.60138,-73.76105,Far Rockaway,NY,New York,True,,67094,8420.2,36081,Queens,{'36081':100},Queens,36081,False,False,America/New_York,2.457745849107223
11692,424,724,58.56,11692,40.594095,-73.792896,11692,40.59369,-73.79231,Arverne,NY,New York,True,,20991,7140.0,36081,Queens,{'36081':100},Queens,36081,False,False,America/New_York,2.019913296174551
11693,267,493,54.16,11693,40.590692,-73.809749,11693,40.5965,-73.81676,Far Rockaway,NY,New York,True,,12919,4665.8,36081,Queens,{'36081':100},Queens,36081,False,False,America/New_York,2.0667234306060838
11694,503,995,50.55,11694,40.57827,-73.844762,11694,40.57775,-73.84385999999999,Rockaway Park,NY,New York,True,,21354,5896.8,36081,Queens,{'36081':100},Queens,36081,False,False,America/New_York,2.3555305797508663
11697,74,158,46.84,11697,40.555688,-73.920663,11697,40.55952,-73.90648,Breezy Point,NY,New York,True,,3540,606.8,36081,Queens,{'36081':100},Queens,36081,False,False,America/New_York,2.0903954802259888
